time (us), m_acc_x, m_acc_y, m_acc_z, m_mag_x, m_gyr_y, m_gyr_z, m_mag_x, m_mag_y, m_mag_z, l_acc_x, l_acc_y, l_acc_z, l_gyr_x, l_gyr_y, l_gyr_z, l_mag_x, l_mag_y, l_mag_z
11746477, -0.038307, +0.277727, +9.619902, -0.024477, -0.012771, +0.000000, +68.803711, +0.896484, +37.381641, -0.014357, +0.251246, +9.568898, -0.041539, -0.002443, +0.037874, +52.664000, -37.178000, +56.260000,
11847553, -0.100556, +0.244209, +9.725247, -0.025541, -0.013835, +0.002128, +68.088867, -0.537891, +37.726172, -0.143569, +0.193819, +9.683753, -0.048869, -0.003665, +0.035430, +53.244000, -37.468000, +55.738000,
11948562, -0.038307, +0.296881, +9.816227, -0.023413, -0.011706, +0.004257, +68.088867, -0.537891, +37.726172, -0.157926, +0.157926, +9.597611, -0.046426, -0.002443, +0.037874, +53.012000, -37.468000, +55.970000,
12049635, +0.019154, +0.282516, +9.825804, -0.027670, -0.010642, +0.003193, +68.088867, -0.537891, +37.726172, -0.028714, +0.107677, +9.698110, -0.048869, -0.007330, +0.040317, +53.476000, -36.714000, +55.332000,
12150681, -0.105345, +0.239420, +9.677363, -0.028734, -0.012771, +0.001064, +68.088867, +0.179297, +35.658984, -0.064606, +0.050249, +9.554541, -0.039095, -0.006109, +0.032987, +52.896000, -37.932000, +55.680000,
12251745, -0.134075, +0.287304, +9.730036, -0.028734, -0.012771, +0.004257, +69.697266, +1.434375, +36.175781, -0.122034, +0.150748, +9.655039, -0.047647, -0.006109, +0.042761, +53.070000, -37.642000, +55.622000,
12352801, -0.057461, +0.244209, +9.720459, -0.025541, -0.011706, +0.002128, +68.267578, +2.868750, +37.898438, -0.050249, +0.107677, +9.619147, -0.045204, -0.001222, +0.039095, +53.302000, -37.526000, +56.434000,
12453859, -0.090980, +0.244209, +9.672575, -0.025541, -0.012771, +0.003193, +68.267578, +2.868750, +37.898438, -0.114855, +0.157926, +9.540184, -0.043982, -0.003665, +0.040317, +53.186000, -36.888000, +55.854000,
12554935, -0.090980, +0.220267, +9.782708, -0.024477, -0.010642, +0.001064, +68.267578, +2.868750, +37.898438, -0.050249, +0.208176, +9.561719, -0.043982, -0.007330, +0.039095, +52.722000, -37.468000, +55.622000,
12655994, -0.052672, +0.330400, +9.854534, -0.022349, -0.012771, +0.001064, +68.982422, +1.075781, +36.520313, -0.122034, +0.136391, +9.619147, -0.045204, -0.009774, +0.030543, +53.244000, -37.468000, +56.666000,
12757069, -0.201113, +0.330400, +9.840169, -0.027670, -0.012771, +0.001064, +68.982422, +1.075781, +36.520313, -0.043071, +0.093320, +9.583255, -0.036652, -0.009774, +0.036652, +53.476000, -36.946000, +56.086000,
12858170, -0.019154, +0.205901, +9.691728, -0.027670, -0.013835, +0.001064, +68.625000, +1.075781, +37.209375, -0.071785, +0.107677, +9.626325, -0.048869, -0.000000, +0.042761, +53.186000, -37.352000, +56.086000,
12959228, -0.014365, +0.248997, +9.825804, -0.023413, -0.012771, +0.001064, +68.625000, +1.075781, +37.209375, -0.064606, +0.086142, +9.655039, -0.043982, -0.007330, +0.037874, +53.534000, -37.236000, +55.796000,
13060328, +0.019154, +0.186748, +9.677363, -0.027670, -0.012771, +0.003193, +68.267578, +0.717187, +37.553906, -0.093320, +0.143569, +9.683753, -0.041539, -0.001222, +0.034208, +53.418000, -37.468000, +55.738000,
13161425, -0.028730, +0.296881, +9.624691, -0.027670, -0.011706, +0.001064, +68.982422, +1.434375, +35.142187, -0.114855, +0.208176, +9.590433, -0.041539, -0.007330, +0.041539, +52.374000, -36.946000, +56.202000,
13262502, -0.086191, +0.239420, +9.715670, -0.023413, -0.013835, +0.000000, +68.803711, +1.255078, +36.003516, -0.035892, +0.107677, +9.468399, -0.043982, -0.004887, +0.035430, +52.432000, -36.714000, +56.782000,
13363588, -0.105345, +0.258574, +9.538499, -0.025541, -0.014899, +0.001064, +69.161133, +0.537891, +38.415234, -0.107677, +0.035892, +9.576076, -0.042761, -0.003665, +0.040317, +53.476000, -37.352000, +56.202000,
13464662, -0.076614, +0.263362, +9.797073, -0.026606, -0.011706, +0.004257, +68.982422, +1.075781, +36.864844, -0.057428, +0.071785, +9.576076, -0.050091, -0.008552, +0.036652, +53.012000, -37.410000, +56.376000,
13565753, -0.076614, +0.229843, +9.739612, -0.025541, -0.014899, +0.004257, +68.982422, +1.075781, +36.864844, -0.093320, +0.129212, +9.611968, -0.046426, -0.004887, +0.035430, +53.186000, -37.236000, +56.260000,
13666934, -0.043096, +0.268151, +9.777920, -0.027670, -0.011706, +0.000000, +68.088867, +1.255078, +37.381641, -0.136391, +0.150748, +9.662218, -0.043982, -0.009774, +0.034208, +52.838000, -36.482000, +56.376000,
13768021, -0.038307, +0.244209, +9.715670, -0.026606, -0.013835, +0.001064, +68.803711, +1.255078, +37.037109, -0.086142, +0.172283, +9.633504, -0.042761, -0.007330, +0.035430, +52.838000, -37.236000, +56.840000,
13869101, -0.043096, +0.225055, +9.753978, -0.026606, -0.012771, +0.002128, +68.982422, +0.717187, +36.864844, -0.114855, +0.007178, +9.554541, -0.041539, -0.009774, +0.039095, +52.838000, -36.888000, +56.318000,
13970176, -0.057461, +0.181959, +9.667786, -0.027670, -0.011706, +0.002128, +68.088867, +0.179297, +36.003516, -0.071785, +0.157926, +9.597611, -0.042761, -0.008552, +0.035430, +53.360000, -36.714000, +55.506000,
14071266, -0.114922, +0.172383, +9.710882, -0.029798, -0.010642, +0.003193, +68.088867, +0.179297, +36.003516, -0.114855, +0.086142, +9.655039, -0.045204, -0.007330, +0.040317, +53.418000, -36.076000, +56.144000,
14172333, -0.062249, +0.253785, +9.888053, -0.027670, -0.011706, +0.001064, +68.803711, +0.179297, +36.692578, -0.086142, +0.107677, +9.655039, -0.046426, -0.008552, +0.039095, +53.302000, -36.888000, +55.506000,
14273418, -0.043096, +0.263362, +9.749189, -0.022349, -0.011706, +0.002128, +69.518555, +1.255078, +37.726172, -0.050249, +0.165105, +9.676575, -0.040317, -0.007330, +0.031765, +52.780000, -36.772000, +55.158000,
14374487, -0.090980, +0.225055, +9.682152, -0.026606, -0.009578, -0.001064, +68.625000, +3.227344, +36.175781, -0.057428, +0.114855, +9.626325, -0.043982, -0.001222, +0.032987, +52.316000, -37.178000, +56.376000,
14475572, -0.038307, +0.239420, +9.672575, -0.028734, -0.012771, +0.000000, +68.803711, -0.537891, +37.381641, -0.071785, +0.071785, +9.647861, -0.041539, -0.003665, +0.035430, +54.056000, -36.598000, +55.854000,
14576632, -0.038307, +0.244209, +9.653421, -0.027670, -0.010642, +0.000000, +68.803711, -0.537891, +37.381641, -0.071785, +0.122034, +9.561719, -0.045204, -0.002443, +0.035430, +53.418000, -36.772000, +54.868000,
14677720, -0.067038, +0.301669, +9.619902, -0.025541, -0.013835, +0.001064, +67.910156, +0.000000, +36.175781, -0.114855, +0.129212, +9.626325, -0.042761, -0.006109, +0.031765, +52.838000, -37.120000, +55.274000,
14778804, -0.081403, +0.287304, +9.734824, -0.024477, -0.014899, +0.003193, +69.161133, +1.255078, +37.726172, -0.122034, +0.143569, +9.683753, -0.045204, -0.009774, +0.035430, +53.360000, -37.120000, +55.506000,
14879897, -0.023942, +0.354342, +9.835380, -0.024477, -0.013835, +0.003193, +68.088867, +0.179297, +37.726172, -0.028714, +0.114855, +9.547362, -0.048869, -0.007330, +0.039095, +53.534000, -36.830000, +55.506000,
14980987, -0.038307, +0.272939, +9.639056, -0.024477, -0.014899, +0.003193, +69.339844, +1.792969, +37.553906, -0.035892, +0.093320, +9.633504, -0.045204, -0.012217, +0.034208, +53.128000, -37.294000, +55.796000,
15082042, +0.004788, +0.258574, +9.825804, -0.025541, -0.012771, +0.000000, +66.659180, +1.255078, +36.692578, -0.035892, +0.093320, +9.683753, -0.048869, -0.003665, +0.037874, +53.302000, -37.468000, +55.332000,
15183115, -0.086191, +0.220267, +9.715670, -0.030863, -0.014899, +0.005321, +66.659180, +1.255078, +36.692578, -0.129212, +0.122034, +9.633504, -0.043982, -0.007330, +0.039095, +52.722000, -37.062000, +55.680000,
15284180, -0.114922, +0.306458, +9.768343, -0.025541, -0.013835, +0.003193, +67.552734, +2.151562, +36.175781, -0.043071, +0.200997, +9.619147, -0.047647, -0.004887, +0.035430, +52.896000, -37.120000, +55.100000,
15385250, -0.081403, +0.272939, +9.567230, -0.025541, -0.012771, +0.002128, +68.267578, +0.717187, +35.831250, -0.057428, +0.165105, +9.655039, -0.048869, -0.006109, +0.031765, +53.186000, -37.004000, +56.434000,
15486328, -0.090980, +0.253785, +9.677363, -0.028734, -0.010642, +0.003193, +68.803711, +1.255078, +36.348047, -0.150748, +0.086142, +9.547362, -0.036652, -0.003665, +0.040317, +53.186000, -37.352000, +55.448000,
15603475, -0.086191, +0.258574, +9.691728, -0.027670, -0.014899, +0.004257, +69.161133, +0.537891, +36.692578, -0.021535, +0.107677, +9.568898, -0.042761, -0.004887, +0.042761, +52.780000, -36.598000, +55.332000,
15704557, -0.067038, +0.277727, +9.797073, -0.026606, -0.014899, +0.001064, +67.910156, +1.792969, +36.520313, -0.107677, +0.122034, +9.583255, -0.048869, -0.010996, +0.035430, +52.722000, -36.888000, +55.158000,
15805672, -0.057461, +0.234632, +9.749189, -0.023413, -0.010642, +0.003193, +67.910156, +1.792969, +36.520313, -0.064606, +0.107677, +9.712467, -0.043982, -0.008552, +0.036652, +52.954000, -36.830000, +56.028000,
15906752, +0.000000, +0.320823, +9.653421, -0.023413, -0.014899, +0.003193, +67.731445, +1.972266, +37.381641, -0.157926, +0.150748, +9.655039, -0.040317, -0.009774, +0.041539, +52.664000, -37.526000, +56.086000,
16007859, -0.043096, +0.311246, +9.739612, -0.023413, -0.011706, +0.004257, +69.697266, +1.434375, +35.831250, -0.107677, +0.136391, +9.619147, -0.048869, -0.002443, +0.035430, +53.012000, -36.830000, +55.622000,
16108927, -0.023942, +0.277727, +9.677363, -0.026606, -0.012771, +0.001064, +68.803711, +0.896484, +37.726172, -0.071785, +0.043071, +9.633504, -0.042761, -0.006109, +0.040317, +52.954000, -37.004000, +55.042000,
16210008, -0.043096, +0.172383, +9.734824, -0.025541, -0.013835, +0.003193, +68.267578, +1.434375, +37.209375, -0.086142, +0.093320, +9.619147, -0.048869, -0.004887, +0.035430, +53.186000, -36.830000, +56.376000,
16311075, -0.043096, +0.272939, +9.672575, -0.027670, -0.011706, +0.002128, +68.267578, +1.434375, +37.209375, -0.057428, +0.193819, +9.619147, -0.047647, -0.012217, +0.035430, +53.012000, -37.004000, +55.738000,
16412163, -0.148441, +0.244209, +9.777920, -0.026606, -0.012771, +0.002128, +68.446289, +0.896484, +37.037109, -0.093320, +0.179462, +9.568898, -0.043982, -0.004887, +0.036652, +52.664000, -36.192000, +55.738000,
16513210, -0.086191, +0.248997, +9.658209, -0.026606, -0.013835, +0.003193, +70.412109, +1.075781, +36.864844, -0.071785, +0.093320, +9.568898, -0.045204, -0.000000, +0.039095, +53.360000, -37.352000, +56.086000,
16614312, +0.028730, +0.277727, +9.610325, -0.026606, -0.013835, +0.003193, +70.769531, +1.075781, +36.520313, -0.086142, +0.093320, +9.611968, -0.045204, -0.008552, +0.037874, +52.896000, -37.468000, +56.144000,
16715370, -0.143652, +0.311246, +9.701305, -0.026606, -0.011706, -0.002128, +67.552734, +0.358594, +36.864844, -0.050249, +0.035892, +9.576076, -0.046426, -0.007330, +0.034208, +53.418000, -37.584000, +55.854000,
16816469, -0.019154, +0.263362, +9.543288, -0.027670, -0.008514, +0.003193, +67.552734, +0.358594, +36.864844, -0.057428, +0.086142, +9.590433, -0.037874, -0.010996, +0.039095, +53.302000, -37.294000, +55.564000,
16917613, -0.033519, +0.196325, +9.758766, -0.025541, -0.015963, +0.000000, +69.875977, +2.330859, +37.381641, -0.071785, +0.165105, +9.683753, -0.042761, -0.006109, +0.035430, +52.664000, -37.352000, +55.854000,
17018753, -0.071826, +0.215478, +9.730036, -0.026606, -0.011706, +0.000000, +69.875977, +1.255078, +37.381641, -0.057428, +0.165105, +9.647861, -0.048869, -0.006109, +0.039095, +52.432000, -37.410000, +55.854000,
17119825, -0.129287, +0.311246, +9.624691, -0.027670, -0.010642, +0.002128, +70.233398, +1.972266, +36.692578, -0.078963, +0.086142, +9.590433, -0.043982, -0.006109, +0.036652, +52.490000, -37.294000, +55.680000,
17220938, -0.067038, +0.282516, +9.686940, -0.025541, -0.012771, +0.000000, +69.161133, +0.537891, +35.658984, -0.122034, +0.136391, +9.640682, -0.047647, -0.008552, +0.036652, +52.954000, -37.178000, +56.202000,
17321994, -0.105345, +0.373495, +9.667786, -0.025541, -0.013835, +0.002128, +68.803711, +0.537891, +35.658984, -0.043071, +0.129212, +9.518648, -0.045204, -0.006109, +0.036652, +52.548000, -37.352000, +55.622000,
17423060, -0.067038, +0.292093, +9.734824, -0.025541, -0.011706, +0.003193, +68.803711, +0.179297, +37.037109, -0.035892, +0.165105, +9.633504, -0.046426, -0.013439, +0.045204, +53.302000, -37.004000, +54.694000,
17524239, +0.038307, +0.239420, +9.720459, -0.029798, -0.010642, -0.001064, +68.803711, +0.179297, +37.037109, -0.086142, +0.071785, +9.676575, -0.043982, -0.007330, +0.031765, +53.070000, -37.758000, +54.810000,
17625321, -0.028730, +0.296881, +9.763554, -0.026606, -0.007450, +0.000000, +68.446289, +1.255078, +35.658984, -0.028714, +0.086142, +9.640682, -0.041539, -0.001222, +0.040317, +53.302000, -37.004000, +56.202000,
17726394, -0.043096, +0.316035, +9.768343, -0.025541, -0.010642, +0.003193, +68.625000, +0.000000, +35.831250, -0.071785, +0.150748, +9.640682, -0.039095, +0.001222, +0.037874, +53.128000, -37.468000, +55.332000,
17827468, -0.095768, +0.220267, +9.730036, -0.024477, -0.011706, +0.002128, +70.233398, +0.179297, +37.037109, -0.035892, +0.157926, +9.719645, -0.046426, -0.008552, +0.039095, +53.186000, -36.946000, +55.796000,
17928547, -0.047884, +0.316035, +9.749189, -0.025541, -0.012771, +0.001064, +70.233398, +0.179297, +37.037109, -0.136391, +0.193819, +9.590433, -0.050091, -0.000000, +0.035430, +53.244000, -37.352000, +55.854000,
18029618, -0.071826, +0.220267, +9.806650, -0.028734, -0.012771, -0.001064, +67.016602, +0.179297, +37.037109, -0.043071, +0.043071, +9.705288, -0.041539, -0.002443, +0.030543, +53.766000, -37.294000, +55.680000,
18130668, -0.129287, +0.186748, +9.797073, -0.025541, -0.011706, +0.001064, +69.518555, +0.896484, +38.415234, -0.050249, +0.179462, +9.626325, -0.045204, -0.004887, +0.034208, +53.766000, -37.352000, +55.796000,
18231748, -0.062249, +0.277727, +9.749189, -0.027670, -0.010642, +0.004257, +68.803711, +0.896484, +37.381641, -0.064606, +0.050249, +9.619147, -0.045204, -0.001222, +0.039095, +52.954000, -37.004000, +55.448000,
18332807, -0.114922, +0.229843, +9.734824, -0.023413, -0.014899, -0.001064, +69.161133, +0.537891, +37.037109, -0.014357, +0.035892, +9.640682, -0.043982, -0.007330, +0.035430, +53.592000, -36.946000, +55.912000,
18433867, -0.028730, +0.244209, +9.691728, -0.029798, -0.012771, +0.001064, +69.161133, +0.537891, +37.037109, -0.086142, +0.136391, +9.633504, -0.048869, -0.004887, +0.040317, +53.592000, -36.946000, +55.274000,
18534914, -0.071826, +0.287304, +9.672575, -0.022349, -0.009578, +0.003193, +67.731445, +0.179297, +36.692578, -0.086142, +0.165105, +9.597611, -0.043982, -0.012217, +0.043982, +52.722000, -36.540000, +55.448000,
18635990, -0.047884, +0.191536, +9.787496, -0.025541, -0.010642, +0.002128, +70.054688, -1.434375, +35.831250, -0.021535, +0.064606, +9.611968, -0.045204, -0.009774, +0.034208, +53.070000, -37.120000, +54.984000,
18737053, -0.071826, +0.349553, +9.653421, -0.028734, -0.012771, +0.004257, +68.088867, +0.537891, +36.003516, -0.122034, +0.078963, +9.633504, -0.048869, -0.004887, +0.035430, +53.070000, -36.772000, +55.564000,
18838147, +0.004788, +0.229843, +9.720459, -0.030863, -0.012771, +0.000000, +68.446289, +1.972266, +37.381641, -0.093320, +0.086142, +9.676575, -0.042761, -0.008552, +0.039095, +53.940000, -37.526000, +56.434000,
18939203, +0.028730, +0.268151, +9.773131, -0.024477, -0.011706, +0.003193, +68.446289, +1.972266, +37.381641, -0.035892, +0.200997, +9.633504, -0.043982, -0.008552, +0.037874, +53.186000, -37.004000, +55.622000,
19040261, -0.090980, +0.234632, +9.792285, -0.027670, -0.014899, +0.000000, +68.982422, +2.151562, +37.209375, -0.043071, +0.078963, +9.568898, -0.045204, -0.007330, +0.032987, +53.824000, -37.236000, +55.738000,
19141335, -0.009577, +0.268151, +9.725247, -0.024477, -0.011706, +0.004257, +68.625000, +1.434375, +37.209375, -0.064606, +0.136391, +9.669396, -0.040317, -0.009774, +0.042761, +53.302000, -36.598000, +55.912000,
19242387, -0.110133, +0.177171, +9.624691, -0.025541, -0.010642, +0.001064, +69.339844, +1.075781, +37.898438, -0.064606, +0.150748, +9.640682, -0.040317, -0.010996, +0.039095, +53.882000, -36.830000, +55.680000,
19343473, -0.033519, +0.234632, +9.715670, -0.026606, -0.015963, +0.001064, +69.339844, +1.075781, +37.898438, -0.078963, +0.193819, +9.626325, -0.036652, -0.013439, +0.035430, +53.360000, -36.830000, +55.738000,
19444534, +0.014365, +0.330400, +9.763554, -0.024477, -0.012771, +0.002128, +70.233398, +1.255078, +37.037109, -0.043071, +0.129212, +9.633504, -0.047647, -0.006109, +0.041539, +53.998000, -37.758000, +55.738000,
19545706, +0.023942, +0.339977, +9.648633, -0.027670, -0.015963, +0.005321, +70.233398, +1.255078, +37.037109, -0.078963, +0.100499, +9.662218, -0.046426, -0.004887, +0.036652, +52.896000, -36.714000, +56.260000,
19646765, -0.052672, +0.320823, +9.677363, -0.027670, -0.013835, +0.001064, +68.982422, +0.000000, +35.486719, -0.122034, +0.143569, +9.647861, -0.040317, -0.009774, +0.041539, +53.186000, -36.714000, +56.144000,
19747871, -0.095768, +0.234632, +9.672575, -0.025541, -0.012771, +0.001064, +69.161133, +1.255078, +36.348047, -0.093320, +0.193819, +9.640682, -0.047647, -0.004887, +0.040317, +52.780000, -36.888000, +56.376000,
19848924, -0.009577, +0.272939, +9.672575, -0.026606, -0.010642, +0.001064, +69.161133, +1.255078, +36.348047, -0.035892, +0.136391, +9.626325, -0.047647, -0.004887, +0.039095, +52.896000, -37.120000, +55.796000,
19949990, -0.047884, +0.272939, +9.710882, -0.027670, -0.013835, +0.000000, +68.982422, +0.717187, +37.553906, -0.107677, +0.114855, +9.633504, -0.043982, -0.003665, +0.034208, +53.186000, -37.178000, +56.086000,
20051038, -0.028730, +0.301669, +9.749189, -0.026606, -0.012771, +0.002128, +68.982422, +0.717187, +37.553906, -0.021535, +0.107677, +9.576076, -0.047647, -0.009774, +0.042761, +53.302000, -36.598000, +56.318000,
20152104, -0.009577, +0.253785, +9.696517, -0.027670, -0.013835, +0.000000, +68.267578, +1.792969, +37.553906, -0.136391, +0.057428, +9.647861, -0.043982, -0.009774, +0.035430, +52.896000, -36.830000, +56.666000,
20253155, -0.134075, +0.378284, +9.777920, -0.025541, -0.013835, -0.001064, +68.625000, +1.075781, +36.864844, -0.050249, +0.093320, +9.655039, -0.043982, -0.004887, +0.036652, +52.896000, -36.772000, +56.492000,
20354242, -0.038307, +0.220267, +9.773131, -0.028734, -0.013835, +0.001064, +68.267578, +1.434375, +36.520313, -0.064606, +0.150748, +9.705288, -0.050091, -0.007330, +0.042761, +52.954000, -36.714000, +55.738000,
20455309, +0.062249, +0.263362, +9.643844, -0.027670, -0.010642, +0.000000, +68.803711, +0.896484, +38.759766, -0.050249, +0.172283, +9.676575, -0.046426, -0.015882, +0.041539, +53.534000, -36.830000, +56.028000,
20556399, -0.019154, +0.138864, +9.629479, -0.022349, -0.015963, +0.001064, +68.803711, +0.896484, +38.759766, -0.107677, +0.129212, +9.712467, -0.041539, -0.003665, +0.035430, +53.360000, -36.888000, +55.854000,
20657449, -0.004788, +0.220267, +9.830592, -0.027670, -0.011706, +0.002128, +69.339844, +0.000000, +36.864844, -0.071785, +0.143569, +9.590433, -0.046426, -0.007330, +0.041539, +53.244000, -36.482000, +56.202000,
20758556, -0.114922, +0.287304, +9.658209, -0.025541, -0.013835, +0.001064, +68.625000, +1.075781, +36.864844, -0.071785, +0.129212, +9.655039, -0.042761, -0.012217, +0.036652, +53.244000, -36.772000, +55.680000,
20859640, -0.019154, +0.239420, +9.825804, -0.026606, -0.012771, -0.001064, +68.803711, +0.896484, +36.003516, -0.122034, +0.122034, +9.619147, -0.043982, -0.008552, +0.037874, +53.476000, -36.714000, +56.666000,
20960746, +0.004788, +0.263362, +9.682152, -0.022349, -0.012771, +0.003193, +68.267578, +0.358594, +37.898438, -0.078963, +0.193819, +9.741181, -0.052534, -0.006109, +0.037874, +53.650000, -37.410000, +57.304000,
21061821, -0.052672, +0.263362, +9.696517, -0.025541, -0.012771, +0.001064, +68.267578, +1.792969, +35.831250, -0.114855, +0.157926, +9.626325, -0.048869, -0.008552, +0.037874, +52.954000, -36.946000, +55.854000,
21162903, -0.043096, +0.301669, +9.749189, -0.023413, -0.011706, +0.001064, +68.267578, +1.792969, +35.831250, -0.021535, +0.143569, +9.705288, -0.047647, -0.001222, +0.035430, +53.940000, -36.656000, +56.434000,
21263973, -0.105345, +0.296881, +9.591172, -0.027670, -0.015963, +0.003193, +69.161133, +0.896484, +37.037109, -0.028714, +0.143569, +9.647861, -0.043982, -0.003665, +0.037874, +53.418000, -37.410000, +56.144000,
